"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
" Falconridge Boulevard and Taracove Estate Drive NE ","There is an incident involving a pedestrian- EMS on site.","2025/07/13 04:18:13 PM","2025/07/13 04:32:17 PM","NE","-113.94731947112","51.11890310405","1","2025-07-13T16:18:1351.118903104052585-113.94731947112088","POINT (-113.94731947112088 51.118903104052585)"
" 11 Avenue and 5 Street SW ","There is an incident involving a pedestrian- EMS Dispatched. Blocking the SB right lane","2025/07/13 03:27:36 AM","2025/07/13 03:40:42 AM","SW","-114.07407898678","51.04269732236","1","2025-07-13T03:27:3651.042697322359025-114.0740789867844","POINT (-114.0740789867844 51.042697322359025)"
" Midlake Boulevard and Midridge Drive SE ","There is an incident involving a pedestrian- EMS on site.","2025/07/10 12:25:56 PM","2025/07/10 12:28:17 PM","SE","-114.06168748359","50.91491821539","1","2025-07-10T12:25:5650.91491821539097-114.06168748358833","POINT (-114.06168748358833 50.91491821539097)"
" Saddletowne Ci and 60 Street NE ","There is an incident involving a pedestrian- EMS on site.","2025/07/09 02:12:02 PM","2025/07/09 02:49:38 PM","NE","-113.94767920544","51.12654848264","1","2025-07-09T14:12:0251.126548482638434-113.94767920544254","POINT (-113.94767920544254 51.126548482638434)"
" 17 Avenue and 68 Street SE ","There is an incident involving a pedestrian- EMS on site.","2025/07/09 06:33:25 AM","2025/07/09 06:49:30 AM","SE","-113.93552979117","51.03786599588","1","2025-07-09T06:33:2551.03786599588219-113.93552979117048","POINT (-113.93552979117048 51.03786599588219)"
" 10 Avenue at 4 Street SW ","There is an incident involving a pedestrian. Blocking the EB lane","2025/07/08 10:59:32 PM","2025/07/08 11:22:56 PM","SW","-114.07151194138","51.04355744112","1","2025-07-08T22:59:3251.04355744112369-114.07151194137887","POINT (-114.07151194137887 51.04355744112369)"
" Red Embers Mr and Red Embers Tc NE ","There is an incident involving a pedestrian- EMS on site.","2025/07/08 08:11:38 PM","2025/07/08 08:27:23 PM","NW","-113.9496504623","51.17006544961","1","2025-07-08T20:11:3851.17006544961393-113.9496504623037","POINT (-113.9496504623037 51.17006544961393)"
" Centre Street S and 15 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2025/07/03 12:17:47 PM","2025/07/03 12:42:02 PM","SE","-114.06350371084","51.03858822293","1","2025-07-03T12:17:4751.03858822293142-114.06350371084385","POINT (-114.06350371084385 51.03858822293142)"
" 17 Avenue and 28 Street SW ","There is an incident involving a pedestrian- EMS on site.","2025/05/19 01:37:10 PM","2025/05/19 01:54:11 PM","SW","-114.12813188427","51.03780518126","1","2025-05-19T13:37:1051.03780518125835-114.12813188427269","POINT (-114.12813188427269 51.03780518125835)"
" 26 Avenue and 25a Street SW ","There is an incident involving a pedestrian- EMS Dispatched.","2025/05/18 01:13:35 PM","2025/05/18 01:50:46 PM","SW","-114.12226535717","51.03005465587","1","2025-05-18T13:13:3551.03005465587275-114.12226535716704","POINT (-114.12226535716704 51.03005465587275)"
" Blackthorn Road and 4A Street NE ","There is an incident involving a pedestrian- EMS Dispatched.","2025/05/17 08:52:22 PM","2025/05/17 10:18:58 PM","NE","-114.05501846092","51.1088551308","1","2025-05-17T20:52:2251.10885513080065-114.05501846091774","POINT (-114.05501846091774 51.10885513080065)"
" Centre Street and 4 Street NW ","There is an incident involving a pedestrian- EMS on site.","2025/05/14 06:11:18 PM","2025/05/14 06:53:02 PM","NW","-114.07021427333","51.11786628871","1","2025-05-14T18:11:1851.11786628871136-114.07021427333068","POINT (-114.07021427333068 51.11786628871136)"
" Elbow Drive and Southampton Drive SW ","There is an incident involving a pedestrian- EMS on site.","2025/05/14 04:22:01 PM","2025/05/14 05:19:28 PM","SW","-114.08479485114","50.96064928316","1","2025-05-14T16:22:0150.9606492831622-114.0847948511408","POINT (-114.0847948511408 50.9606492831622)"
" Charleswood Drive and Northmount Drive NW ","There is an incident involving a pedestrian- EMS on site.","2025/05/13 06:04:33 PM","2025/05/13 06:36:02 PM","NW","-114.11742139325","51.08926516375","1","2025-05-13T18:04:3351.0892651637454-114.11742139325416","POINT (-114.11742139325416 51.0892651637454)"
" Country Hills Boulevard and Panorama Hills Boulevard NW ","There is an incident involving a pedestrian- EMS on site.","2025/05/13 03:46:03 PM","2025/05/13 04:53:50 PM","NW","-114.07412265321","51.14844325471","1","2025-05-13T15:46:0351.14844325470532-114.0741226532062","POINT (-114.0741226532062 51.14844325470532)"
" 52 Street b/w 14 Avenue and 8 Avenue SE ","There is an incident involving a pedestrian- EMS Dispatched. The road is closed","2025/05/12 10:06:25 PM","2025/05/13 04:29:14 AM","SE","-113.95843313434","51.04102756038","1","2025-05-12T22:06:2551.041027560377564-113.9584331343363","POINT (-113.9584331343363 51.041027560377564)"
" 52 Street and Pensdale Road SE ","There is an incident involving a pedestrian- EMS Dispatched. Blocking the SB lanes","2025/05/12 10:06:25 PM","2025/05/12 10:16:42 PM","SE","-113.95849793217","51.04287587363","1","2025-05-12T22:06:2551.0428758736303-113.95849793217106","POINT (-113.95849793217106 51.0428758736303)"
" 52 Street b/w 14 Avenue and Pensdale Road SE ","There is an incident involving a pedestrian- EMS Dispatched. The road is closed","2025/05/12 10:06:25 PM","2025/05/12 10:48:29 PM","SE","-113.95833461749","51.04100945592","1","2025-05-12T22:06:2551.0410094559205-113.95833461749056","POINT (-113.95833461749056 51.0410094559205)"
" Northbound 52 Street and 17 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2025/05/12 06:27:32 PM","2025/05/12 06:30:53 PM","SE","-113.9582888243","51.03817353554","1","2025-05-12T18:27:3251.038173535542235-113.95828882429561","POINT (-113.95828882429561 51.038173535542235)"
" Redstone Drive and Redstone Gv NE ","There is an incident involving a pedestrian- EMS on site.","2025/05/11 02:41:07 PM","2025/05/11 02:45:55 PM","NE","-113.96586823709","51.16832778372","1","2025-05-11T14:41:0751.16832778371528-113.96586823709019","POINT (-113.96586823709019 51.16832778371528)"
" 1A Street south of 61 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2025/05/11 12:09:20 PM","2025/05/11 12:39:46 PM","SE","-114.06757230514","50.99662085372","1","2025-05-11T12:09:2050.996620853722234-114.06757230513506","POINT (-114.06757230513506 50.996620853722234)"
" Centre Street and 40 Avenue NW ","There is an incident involving a pedestrian- EMS on site. Centre St is closed in both directions between 38 Ave and 40 Ave NW.","2025/05/09 06:03:45 PM","2025/05/09 07:49:13 PM","NW","-114.06243371391","51.08874047848","1","2025-05-09T18:03:4551.08874047848084-114.06243371391028","POINT (-114.06243371391028 51.08874047848084)"
" 41 Avenue west of Edmonton Trail NE ","There is an incident involving a pedestrian- EMS on site.","2025/05/07 03:38:36 PM","2025/05/07 04:59:21 PM","NE","-114.05450622603","51.09015653951","1","2025-05-07T15:38:3651.090156539512975-114.05450622602848","POINT (-114.05450622602848 51.090156539512975)"
" 5 Street and 14 Avenue SW ","There is an incident involving a pedestrian- EMS on site.","2025/05/06 11:40:50 PM","2025/05/06 11:41:39 PM","SW","-114.0742824362","51.03981822881","1","2025-05-06T23:40:5051.03981822880625-114.07428243620204","POINT (-114.07428243620204 51.03981822880625)"
" 1 Street and 15 Avenue NE  ","There is an incident involving a pedestrian- EMS on site.","2025/05/04 09:43:12 PM","2025/05/04 09:57:39 PM","NW","-114.05992792712","51.06601469939","1","2025-05-04T21:43:1251.06601469938635-114.05992792712112","POINT (-114.05992792712112 51.06601469938635)"
" 41 Avenue and Centre Street N ","There is an incident involving a pedestrian- EMS Dispatched.","2025/05/03 04:54:39 PM","2025/05/03 04:55:59 PM","NW","-114.06243177344","51.08963171501","1","2025-05-03T16:54:3951.0896317150063-114.06243177343933","POINT (-114.06243177343933 51.0896317150063)"
" Eastbound 17 Avenue and 16 Street SW ","There is an incident involving a pedestrian- EMS on site.","2025/05/02 09:50:14 PM","2025/05/02 09:52:39 PM","SW","-114.09883526798","51.03783030177","1","2025-05-02T21:50:1451.03783030176645-114.09883526798086","POINT (-114.09883526798086 51.03783030176645)"
" Seton Wy and 202 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2025/05/02 04:17:40 PM","2025/05/02 04:52:19 PM","SE","-113.94774302897","50.86732963333","1","2025-05-02T16:17:4050.867329633332886-113.947743028965","POINT (-113.947743028965 50.867329633332886)"
" Southbound 14 Street at 9 Avenue SW ","There is an incident involving a pedestrian- EMS on site. Blocking the SB right lane","2025/05/01 11:35:58 PM","2025/05/02 01:12:00 AM","SW","-114.09505244321","51.04561513901","1","2025-05-01T23:35:5851.0456151390117-114.09505244320887","POINT (-114.09505244320887 51.0456151390117)"
" Temple Drive and 55 Street NE ","There is an incident involving a pedestrian- EMS on site.","2025/05/01 08:34:02 PM","2025/05/01 09:27:12 PM","NE","-113.95417975461","51.0858862178","1","2025-05-01T20:34:0251.085886217802916-113.95417975460907","POINT (-113.95417975460907 51.085886217802916)"
" Walgrove Boulevard and Walgrove Mr SE ","There is an incident involving a pedestrian- EMS Dispatched.","2025/05/01 08:27:29 AM","2025/05/01 08:36:30 AM","SE","-114.02056147293","50.8668907394","1","2025-05-01T08:27:2950.86689073940364-114.0205614729276","POINT (-114.0205614729276 50.86689073940364)"
" Westbound Crowchild Trail and 24 Avenue NW ","There is an incident involving a pedestrian- EMS on site.","2025/04/30 08:13:15 PM","2025/04/30 08:50:21 PM","NW","-114.11823217298","51.07403438945","1","2025-04-30T20:13:1551.07403438944642-114.11823217297648","POINT (-114.11823217297648 51.07403438944642)"
" Hunterview Drive and Hunterbrook Road NW ","There is an incident involving a pedestrian- EMS on site.","2025/04/30 08:00:02 PM","2025/04/30 09:53:39 PM","NW","-114.08533446147","51.12394894669","1","2025-04-30T20:00:0251.12394894669071-114.0853344614723","POINT (-114.0853344614723 51.12394894669071)"
" 32 Avenue and Centre Street N ","There is an incident involving a pedestrian- EMS Dispatched.","2025/04/30 10:02:10 AM","2025/04/30 10:07:38 AM","NW","-114.06250333269","51.08150941857","1","2025-04-30T10:02:1051.081509418574576-114.06250333268794","POINT (-114.06250333268794 51.081509418574576)"
" 18 Street and 33 Avenue SW ","There is an incident involving a pedestrian- EMS Dispatched.","2025/04/29 03:09:49 PM","2025/04/29 04:16:07 PM","SW","-114.10509178352","51.02403446456","1","2025-04-29T15:09:4951.024034464555015-114.10509178352133","POINT (-114.10509178352133 51.024034464555015)"
" 4 Street and 12 Avenue SW ","There is an incident involving a pedestrian- EMS Dispatched.","2025/04/27 04:19:06 PM","2025/04/27 04:38:48 PM","SW","-114.07148092732","51.04165909704","1","2025-04-27T16:19:0651.04165909703804-114.07148092731765","POINT (-114.07148092731765 51.04165909703804)"
" Erin Woods Drive and Erin Mount Cr SE ","There is an incident involving a pedestrian- EMS on site.","2025/04/24 06:30:43 PM","2025/04/24 06:48:13 PM","SE","-113.97126407518","51.02171837021","1","2025-04-24T18:30:4351.021718370207296-113.97126407518455","POINT (-113.97126407518455 51.021718370207296)"
" Northland Drive and 52 Avenue NW ","There is an incident involving a pedestrian- EMS on site.","2025/04/24 05:45:57 PM","2025/04/24 06:33:09 PM","NW","-114.14143436512","51.10096038128","1","2025-04-24T17:45:5751.10096038128399-114.1414343651159","POINT (-114.1414343651159 51.10096038128399)"
" Arbour Lake Drive and Arbour Crest Cl NW ","There is an incident involving a pedestrian- EMS Dispatched.","2025/04/24 11:15:30 AM","2025/04/24 11:16:33 AM","NW","-114.2029731574","51.13383006292","1","2025-04-24T11:15:3051.1338300629226-114.20297315740275","POINT (-114.20297315740275 51.1338300629226)"
" Shawville Boulevard and Shawville Li SW ","There is an incident involving a pedestrian- EMS on site.","2025/04/22 01:24:34 PM","2025/04/22 01:28:08 PM","SW","-114.06432863035","50.90122402319","1","2025-04-22T13:24:3450.90122402318779-114.06432863034709","POINT (-114.06432863034709 50.90122402318779)"
" Bow Trail and 26 Street SW ","There is an incident involving a pedestrian- EMS on site. Blocking the EB right lane","2025/04/18 06:56:42 PM","2025/04/18 07:01:07 PM","SW","-114.12364274981","51.04150722938","1","2025-04-18T18:56:4251.04150722937568-114.12364274980682","POINT (-114.12364274980682 51.04150722937568)"
" Southbound 5 Street at 11 Avenue SW ","There is an incident involving a pedestrian- EMS Dispatched. Blocking the right lanes","2025/04/18 05:06:42 PM","2025/04/18 05:31:04 PM","SW","-114.07417204059","51.04230000679","1","2025-04-18T17:06:4251.04230000679153-114.07417204059217","POINT (-114.07417204059217 51.04230000679153)"
" 19 Avenue and 27 Street SE ","There is an incident involving a pedestrian- EMS on site.","2025/04/18 02:19:05 PM","2025/04/18 03:01:29 PM","SE","-113.99393591829","51.03609115542","1","2025-04-18T14:19:0551.03609115541649-113.99393591828752","POINT (-113.99393591828752 51.03609115541649)"
" Heritage Drive and Bonaventure Drive SE ","There is an incident involving a pedestrian- EMS on site.","2025/04/17 07:54:44 PM","2025/04/17 08:10:17 PM","NW","-114.0679558313","50.97956828631","1","2025-04-17T19:54:4450.979568286305295-114.06795583129922","POINT (-114.06795583129922 50.979568286305295)"
" 13 Street and 5 Avenue NW ","There is an incident involving a pedestrian- EMS on site.","2025/04/17 08:57:24 AM","2025/04/17 09:23:02 AM","NW","-114.09323364176","51.0570690653","1","2025-04-17T08:57:2451.057069065304844-114.09323364176335","POINT (-114.09323364176335 51.057069065304844)"
" 87 Street and Bearspaw Dam Road NW ","There is an incident involving a pedestrian- EMS on site. Blocking multiple lanes","2025/04/16 12:20:16 PM","2025/04/16 01:18:47 PM","NW","-114.21603095646","51.10208369351","1","2025-04-16T12:20:1651.10208369350908-114.2160309564571","POINT (-114.2160309564571 51.10208369350908)"
" 5 Avenue and 3 Street SE ","There is an incident involving a pedestrian- EMS on site. Blocking the EB left lanes","2025/04/14 07:26:02 PM","2025/04/14 07:28:04 PM","SE","-114.05543034061","51.04819344634","1","2025-04-14T19:26:0251.04819344633879-114.05543034060805","POINT (-114.05543034060805 51.04819344633879)"
" Westbound 17 Avenue at 43 Street SE ","There is an incident involving a pedestrian- EMS Dispatched. Blocking the right lane","2025/04/14 05:22:45 PM","2025/04/14 05:59:06 PM","SE","-113.97142204347","51.03792153541","1","2025-04-14T17:22:4551.03792153541208-113.97142204346848","POINT (-113.97142204346848 51.03792153541208)"
" 52 Street and 26 Avenue NE ","There is an incident involving a pedestrian- EMS on site.  Blocking the right lane","2025/04/14 10:41:30 AM","2025/04/14 10:45:41 AM","NE","-113.95834852276","51.07625172753","1","2025-04-14T10:41:3051.07625172753376-113.95834852276097","POINT (-113.95834852276097 51.07625172753376)"
" 2 Street and 10 Avenue SW ","There is an incident involving a pedestrian- EMS on site.","2025/04/11 10:32:48 PM","2025/04/11 10:37:11 PM","SW","-114.06811230804","51.04345823453","1","2025-04-11T22:32:4851.043458234531904-114.06811230803969","POINT (-114.06811230803969 51.043458234531904)"
" Maitland Drive and Maitland Gate NE ","There is an incident involving a pedestrian- EMS on site.","2025/04/11 02:54:07 PM","2025/04/11 03:19:48 PM","NE","-113.9388808695","51.06559559784","1","2025-04-11T14:54:0751.06559559783691-113.9388808694993","POINT (-113.9388808694993 51.06559559783691)"
" Falconridge Boulevard at Falworth Wy NE ","There is an incident involving a pedestrian- EMS on site.","2025/04/09 08:48:58 PM","2025/04/09 09:28:54 PM","NE","-113.95250844882","51.10519127013","1","2025-04-09T20:48:5851.10519127012681-113.95250844882024","POINT (-113.95250844882024 51.10519127012681)"
" 17 Street and 21 Avenue SW ","There is an incident involving a pedestrian- EMS on site.","2025/04/09 06:57:11 PM","2025/04/09 07:25:45 PM","SW","-114.10159096457","51.03499822299","1","2025-04-09T18:57:1151.0349982229869-114.10159096456574","POINT (-114.10159096456574 51.0349982229869)"
" Fairmount Drive and Armstrong Cr SE ","There is an incident involving a pedestrian- EMS on site.","2025/04/09 07:55:08 AM","2025/04/09 07:56:27 AM","SE","-114.05917147923","50.97059004803","1","2025-04-09T07:55:0850.97059004803109-114.05917147922939","POINT (-114.05917147922939 50.97059004803109)"
