INCIDENT INFO,START_DT,QUADRANT,Longitude,Latitude,DESCRIPTION_CLEAN
 Erin Woods Drive west of 52 Street SE ,2025-01-27 14:28:05,SE,-113.95967795447,51.01907859613,Pedestrian incident - EMS on site
 Northland Drive and 52 Avenue NW ,2025-01-26 16:27:36,NW,-114.14143437923,51.10096036393,Pedestrian incident - EMS on site
 17 Avenue west of 4 Street SW ,2025-01-24 23:38:34,SW,-114.07293145027,51.03785094251,Pedestrian incident - EMS on site
 Eastbound 32 Avenue and 23 Street NE ,2025-01-22 18:13:42,NE,-114.00508408052,51.08142441713,Pedestrian incident - EMS on site
 Bowness Road and Point Drive NW ,2025-01-22 17:06:16,NW,-114.14636528176,51.06220472002,Pedestrian incident - EMS dispatched
 Saddletowne Ci and Martindale Drive NE ,2025-01-21 18:39:49,NE,-113.94828708217,51.12400072087,Pedestrian incident - EMS on site
 28 Street and 5 Avenue NE ,2025-01-21 15:47:55,NE,-113.9932935237,51.0565046295,Pedestrian incident - EMS on site
 Madigan Drive and Madeira Drive NE ,2025-01-21 14:53:23,NE,-113.95374113874,51.06243831683,Pedestrian incident - EMS on site
 139 Faldale Cl NE ,2025-01-19 02:29:44,NE,-113.93702034019,51.10687706271,Pedestrian incident - EMS dispatched
 6 Avenue and 4 Street SE ,2025-01-17 09:52:18,NE,-114.05306185795,51.04715668133,Pedestrian incident - EMS on site
 19 Street and McGonigal Drive NE ,2025-01-16 12:02:05,NE,-114.01282114008,51.05809359001,Pedestrian incident
 26 Avenue and Rundlehorn Drive NE ,2025-01-15 13:57:15,NE,-113.94095099864,51.07614993288,Pedestrian incident - EMS on site
 11 Street and 65 Avenue NE ,2025-01-15 11:47:18,NE,-114.03657754522,51.11174540098,Pedestrian incident - EMS on site
 17 Avenue and 36 Street SE ,2025-01-11 19:55:53,SE,-113.98160659731,51.03800628764,Pedestrian incident - EMS on site
 Bowfort Road and Bowridge Cr NW ,2025-01-11 18:33:17,NW,-114.20886342562,51.08392866287,Pedestrian incident - EMS on site
 Walden Boulevard south of 194 Avenue SE ,2025-01-10 16:21:44,SE,-114.02450644955,50.87666804198,Pedestrian incident - EMS on site
 Blackfoot Trail and 42 Avenue SE ,2025-01-10 08:04:52,SE,-114.0491205844,51.01600144477,Pedestrian incident - EMS dispatched
 36 Street at 8 Avenue NE ,2025-01-09 20:39:34,NE,-113.98194276653,51.06013616981,Pedestrian incident - EMS dispatched
 16 Street and 90 Avenue SW ,2025-01-09 18:45:34,SW,-114.10050483947,50.97229791783,Pedestrian incident - EMS dispatched
 17 Avenue and 36 Street SE ,2025-01-09 15:09:46,SE,-113.98168340998,51.03774856375,Pedestrian incident - EMS dispatched
 52 Street and 26 Avenue NE ,2025-01-09 10:47:06,NE,-113.95850372591,51.07631641856,Pedestrian incident - EMS on site
 1 Street and 144 Avenue NE ,2025-01-09 08:17:10,NE,-114.06960903988,51.18346748518,Pedestrian incident - EMS on site
 11 Avenue and 2 Street SW ,2025-01-09 07:55:14,SE,-114.06819308609,51.04253125564,Pedestrian incident - EMS on site
 Martin Crossing Park and Martindale Blvd NE ,2025-01-09 07:21:13,NE,-113.96744809939,51.11716544725,Pedestrian incident - EMS dispatched
 Northbound Stoney Trail at 17 Avenue SE ,2025-01-08 08:18:56,SE,-113.92096252002,51.04118117844,Pedestrian incident - EMS on site
 26 Avenue east of 52 Street NE ,2025-01-07 17:38:08,NE,-113.95698897174,51.07627137214,Pedestrian incident - EMS on site
 Quarry Park Boulevard and 24 Street SE ,2025-01-07 16:40:46,SE,-114.00219771342,50.96348469049,Pedestrian incident - EMS on site
 Bowness Road and 3 Avenue NW ,2025-01-06 20:38:27,NW,-114.14116686415,51.06008441695,Pedestrian incident - EMS dispatched
 Marlyn Drive and Marlyn Wy NE ,2025-01-06 17:43:55,NE,-113.97687152677,51.06366706246,Pedestrian incident - EMS dispatched
 Cityside Cr and Cityside Cr NE ,2025-01-06 16:14:06,NE,-113.96315560773,51.14649193051,Pedestrian incident - EMS dispatched
 Hidden Creek Boulevard and Hidden Road NW ,2025-01-04 19:09:31,NW,-114.10156365868,51.15748042679,Pedestrian incident - EMS dispatched
 1 Street and 11 Avenue NW ,2025-01-01 00:39:54,NE,-114.0650209198,51.06246687351,Pedestrian incident - EMS on site
 9 Avenue and 3 Street SE ,2024-12-30 05:32:25,SE,-114.05571045455,51.04440090503,Pedestrian incident - EMS on site
 9 Avenue b/w Macleod Trail and 3 Street SE ,2024-12-30 05:32:25,SE,-114.0557016126,51.04440054965,Pedestrian incident - EMS on site
 Radcliffe Drive and 36 Street SE ,2024-12-28 18:59:19,NE,-113.98211343443,51.04814714776,Pedestrian incident - EMS on site
 Southbound 1 Street and 3 Avenue SE ,2024-12-23 08:22:12,NE,-114.06023258676,51.05021088217,Pedestrian incident - EMS on site
 Westwood Drive and 45 Street SW ,2024-12-21 10:59:57,SW,-114.15267316826,51.0388752225,Pedestrian incident - EMS on site
 Southbound 3 Street and 6 Avenue SE ,2024-12-21 02:28:29,NE,-114.05550763576,51.04723618328,Pedestrian incident - EMS on site
 45 Street and Westwood Drive SW ,2024-12-21 00:30:23,SW,-114.15267316826,51.0388752225,Pedestrian incident - EMS on site
 Centre Street and 61 Avenue SE ,2024-12-20 07:49:07,SE,-114.06381336207,50.99773238986,Pedestrian incident - EMS on site
 6 Avenue and Centre Street S ,2024-12-16 17:13:09,NE,-114.06286708463,51.04744497376,Pedestrian incident - EMS on site
 68 Street and 43 Avenue NE ,2024-12-13 17:51:47,NE,-113.93509372279,51.0916797252,Pedestrian incident - EMS dispatched
 43 Avenue b/w 68 Street and Laguna Way NE ,2024-12-13 17:51:47,NE,-113.934730342,51.09173687695,Pedestrian incident - EMS dispatched
 Belmont Drive and 210 Avenue SW ,2024-12-13 07:37:33,SE,-114.06487195025,50.86311112415,Pedestrian incident - EMS dispatched
 144 Avenue and Howse Ri NE ,2024-12-12 19:30:29,NE,-114.05902491714,51.18377256436,Pedestrian incident - EMS on site
 28 Street and 12 Avenue SE ,2024-12-12 08:40:42,SE,-113.99309848049,51.04245286778,Pedestrian incident - EMS on site
 148 Avenue and Lucas Boulevard NW ,2024-12-10 16:37:55,NW,-114.07607926083,51.18638334229,Pedestrian incident - EMS on site
 Berkshire Boulevard and Sandstone Drive NW ,2024-12-10 07:54:48,NW,-114.08926572939,51.1338137036,Pedestrian incident - EMS on site
 8 Avenue and 5 Street SW ,2024-12-10 07:03:19,NW,-114.07388293555,51.0458391664,Pedestrian incident - EMS on site
 Madigan Drive and Madeira Wy NE ,2024-12-07 18:05:36,NE,-113.95513267491,51.06226589727,Pedestrian incident - EMS on site
 2 Street north of 9 Avenue SW ,2024-12-06 17:39:19,SE,-114.06805930153,51.04494642617,Pedestrian incident - EMS on site
 162 Avenue east of 24 Street SW ,2024-12-05 18:37:08,SW,-114.1131343105,50.9068523077,Pedestrian incident - EMS on site
 26 Avenue and 52 Street NE ,2024-12-05 17:08:39,NE,-113.95850372591,51.07631641856,Pedestrian incident - EMS on site
 37 Avenue west of Barlow Trail NE ,2024-12-04 18:36:14,NE,-114.0031514543,51.08673063921,Pedestrian incident - EMS on site
 4 Avenue and 6 Street SW ,2024-12-04 12:19:07,NW,-114.07605095383,51.04971127069,Pedestrian incident - EMS on site
 Eastbound McKnight Boulevard and Centre Street N ,2024-11-30 20:07:41,NE,-114.06242751569,51.09610335748,Pedestrian incident - EMS on site
 17 Avenue and 5 Street SW ,2024-11-29 20:36:05,SW,-114.075567944,51.03782103974,Pedestrian incident - EMS on site
 17 Avenue b/w 5 Street and 6 Street SW ,2024-11-29 20:36:05,SW,-114.07434678491,51.0378723453,Pedestrian incident - EMS on site
 Northbound Crowchild Trail north of 5 Avenue NW ,2024-11-27 19:52:28,NW,-114.11794120503,51.0582483884,Pedestrian incident - EMS on site
 Crowchild Trail north of 5 Avenue NW ,2024-11-27 19:52:28,NW,-114.11795482439,51.05816279256,Pedestrian incident - EMS on site
 Elbow Drive and 61 Avenue SW ,2024-11-27 18:57:11,SW,-114.08316489133,50.99775267124,Pedestrian incident - EMS on site
 Saddletowne Circle and 80 Avenue NE ,2024-11-27 14:30:51,NE,-113.94976766837,51.12510627919,Pedestrian incident - EMS on site
 Douglasdale Boulevard and Douglas Woods Hl SE ,2024-11-25 17:42:12,SE,-113.98505627856,50.93963936437,Pedestrian incident - EMS on site
 17 Avenue and 1 Street SE ,2024-11-24 18:25:01,SE,-114.0611213821,51.03783263416,Pedestrian incident - EMS dispatched
 17 Avenue and 2 Street SW ,2024-11-22 18:32:40,SE,-114.06849973162,51.03783123951,Pedestrian incident - EMS on site
 6 Street and 7 Avenue SW ,2024-11-21 10:43:10,NW,-114.07624282317,51.04687093065,Pedestrian incident - EMS dispatched
 Falshire Drive and Falshire Close NE ,2024-11-20 17:31:42,NE,-113.94499641651,51.1053272274,Pedestrian incident - EMS dispatched
 52 Street and 17 Avenue SE ,2024-11-20 16:24:16,SE,-113.95851505546,51.0379416693,Pedestrian incident - EMS on site
 University Drive north of 16 Avenue NW ,2024-11-20 15:24:19,NW,-114.12506882392,51.07066574341,Pedestrian incident - EMS dispatched
 Rundlehorn Drive and 52 Street NE ,2024-11-19 07:43:36,NE,-113.95861061192,51.07151614264,Pedestrian incident - EMS dispatched
 Uxbridge Drive and 16 Avenue NW ,2024-11-18 14:01:30,NW,-114.12916142569,51.06859312304,Pedestrian incident
 18 Street and 33 Avenue SW ,2024-11-18 09:36:14,SW,-114.10452979922,51.02399207562,Pedestrian incident - EMS dispatched
 14 Avenue and 14 Street SW ,2024-11-16 18:01:26,SW,-114.09471000421,51.04041493017,Pedestrian incident - EMS on site
 34 Avenue and 26 Street SE ,2024-11-13 18:01:42,SE,-113.99902474119,51.02314164288,Pedestrian incident - EMS dispatched
 32 Avenue and Carol Drive NW ,2024-11-13 15:03:21,NW,-114.09865554325,51.08148898087,Pedestrian incident - EMS dispatched
 Southbound 14 Avenue and 4 Street SW ,2024-11-12 14:13:12,SW,-114.07150780387,51.03974686019,Pedestrian incident - EMS on site
 44 Street and 17 Avenue SE ,2024-11-12 13:04:22,SE,-113.96999210993,51.03739473759,Pedestrian incident - EMS on site
 Falmere Road and Falmere Way NE ,2024-11-12 04:40:19,NE,-113.9446633591,51.11040432695,Pedestrian incident - EMS dispatched
 5 Street and 15 Avenue SW ,2024-11-09 09:28:36,SW,-114.07434671048,51.03889501868,Pedestrian incident - EMS on site
 Northbound Elbow Drive and Glenmore Trail SW ,2024-11-08 17:47:18,SW,-114.08391601451,50.99462772567,Pedestrian incident - EMS on site
 Erin Woods Drive and 52 Street SE ,2024-11-08 17:17:28,SE,-113.95881222014,51.01910328577,Pedestrian incident - EMS on site
 11 Street b/w 9 Avenue and 10 Avenue SW ,2024-11-07 18:43:51,SW,-114.0886817899,51.04469832578,Pedestrian incident - EMS on site
 Southbound 52 Street at New Brighton Drive SE ,2024-11-07 15:48:04,SE,-113.95818794201,50.92539192368,Pedestrian incident - EMS on site
 5 Street and 10 Avenue SW ,2024-11-07 13:17:20,SW,-114.0740120434,51.04363075641,Pedestrian incident - EMS on site
 Bowness Road and 73 Street NW ,2024-11-06 08:02:59,NW,-114.19356961496,51.08897823755,Pedestrian incident - EMS on site
 3 Street at 7 Avenue SE ,2024-11-05 17:30:51,NE,-114.05557608565,51.04627874442,Pedestrian incident - EMS on site
 Harvest Hills Blvd at Beddington Trail NW ,2024-11-04 22:22:02,NW,-114.07166501997,51.13521506466,Pedestrian incident - EMS dispatched
 4 Avenue at 6 Street SW ,2024-11-04 19:33:27,NW,-114.07605095383,51.04971127069,Pedestrian incident - EMS on site
 Zoo Road and Memorial Drive NE ,2024-11-03 17:10:32,NE,-114.03616693974,51.04765343006,Pedestrian incident - EMS dispatched
 Prestwick Gate and 52 Street SE ,2024-11-03 16:24:29,SE,-113.95826687884,50.92524074149,Pedestrian incident - EMS dispatched
 Mcleod Trail at 17 Avenue SE ,2024-11-02 19:36:40,SE,-114.05868509506,51.03799668715,Pedestrian incident - EMS on site
 Dalhousie Drive and Dalton Drive NW ,2024-11-01 10:55:03,NW,-114.15478186118,51.10477952083,Pedestrian incident - EMS dispatched
 36 Street and 26 Avenue NE ,2024-10-31 08:22:18,NE,-113.98193170723,51.07791877478,Pedestrian incident - EMS on site
 Southbound 36 Street and 26 Avenue NE ,2024-10-31 08:22:18,NE,-113.98189704081,51.07788883378,Pedestrian incident - EMS on site
 36 Street and 26 Avenue NE ,2024-10-31 08:22:18,NE,-113.98223781967,51.07791037139,Pedestrian incident - EMS on site
 5 Avenue and 3 Street SE ,2024-10-31 07:35:12,NE,-114.05544461034,51.04820018187,Pedestrian incident - EMS on site
 52 Street and Peigan Trail SE ,2024-10-30 07:53:14,SE,-113.96175581922,51.01497465267,Pedestrian incident - EMS on site
 Saddleland Drive and 88 Avenue NE ,2024-10-29 21:01:54,NE,-113.94097336999,51.13245908344,Pedestrian incident - EMS dispatched
 14 Street and 5 Avenue NW ,2024-10-29 15:51:26,NW,-114.09481447863,51.05764617814,Pedestrian incident - EMS dispatched
 49 Street and 30 Avenue SW ,2024-10-29 15:43:36,SW,-114.15815355129,51.02697852992,Pedestrian incident - EMS dispatched
 Fairmount Drive and Flint Road SE ,2024-10-29 14:45:00,SE,-114.06367291759,50.9882760809,Pedestrian incident - EMS dispatched
 61 Street and Bowness Road NW ,2024-10-28 14:53:21,NW,-114.17632389771,51.08405939716,Pedestrian incident - EMS on site
 14 Street and 16 Avenue SW ,2024-10-27 00:10:15,SW,-114.09470982792,51.03851000361,Pedestrian incident - EMS on site
 Midpark Boulevard and Midlake Boulevard SW ,2024-10-26 15:24:54,SE,-114.06168749879,50.91491830137,Pedestrian incident - EMS on site
 Southbound Southbound 36 Street and 12 Avenue NE ,2024-10-25 19:40:12,NE,-113.98165517422,51.06266978415,Pedestrian incident - EMS on site
 4 Street and 36 Avenue NW ,2024-10-25 18:49:27,NW,-114.0715759112,51.0850464025,Pedestrian incident - EMS dispatched
 Woodbine Boulevard at Woodbrook Wy SW ,2024-10-23 18:04:36,SW,-114.1345627329,50.94685872752,Pedestrian incident - EMS on site
 69 Street and 34 Avenue SW ,2024-10-23 17:04:38,SW,-114.18767995363,51.02324903403,Pedestrian incident - EMS on site
 Horton Road and Heritage Drive SW ,2024-10-23 07:48:15,SW,-114.07280000959,50.97951528621,Pedestrian incident - EMS on site
 38 Street and 23 Avenue SE ,2024-10-23 05:18:34,SE,-113.97871031971,51.03319888816,Pedestrian incident - EMS dispatched
 Nolan Hill Boulevard and 144 Avenue NW ,2024-10-22 17:35:46,NW,-114.17032019123,51.18297704639,Pedestrian incident - EMS dispatched
 Eastbound 17 Avenue and 52 Street SE ,2024-10-21 23:22:11,SE,-113.95851505546,51.0379416693,Pedestrian incident - EMS on site
 Eastbound 17 Avenue and Northbound 52 Street SE ,2024-10-21 23:22:11,SE,-113.95860709696,51.0378587266,Pedestrian incident - EMS on site
 14 Avenue and 14 Street SW ,2024-10-20 16:21:25,SW,-114.09471000421,51.04041493017,Pedestrian incident - EMS dispatched
 Memorial Drive and 10 Street NW ,2024-10-19 16:40:55,NW,-114.08586034759,51.05196098759,Pedestrian incident - EMS on site
 Macleod Trail and 61 Avenue SW ,2024-10-18 21:33:22,SW,-114.07167772322,50.9977463489,Pedestrian incident - EMS on site
 Skyview Ci and 60 Street NE ,2024-10-18 14:45:19,NE,-113.94730264481,51.15806586408,Pedestrian incident - EMS on site
 56 Street and 23 Avenue NE ,2024-10-17 19:39:45,NE,-113.95260578386,51.07353528427,Pedestrian incident - EMS dispatched
 16a Avenue and Centre Street N ,2024-10-17 10:07:43,NE,-114.06251036661,51.06637957319,Pedestrian incident - EMS on site
 26 Avenue and 50 Street NE ,2024-10-16 06:24:21,NE,-113.96131175649,51.07624807108,Pedestrian incident - EMS on site
 Edmonton Trail and 32 Avenue NE ,2024-10-15 18:26:10,NE,-114.05461025709,51.08150724366,Pedestrian incident - EMS on site
 Whitnel Co and Whitnel Pl NE ,2024-10-15 17:46:25,NE,-113.97519201482,51.0832734091,Pedestrian incident - EMS on site
 42 Street and Whitnel Co NE ,2024-10-15 17:46:25,NE,-113.97314650753,51.08249301303,Pedestrian incident - EMS on site
 Memorial Drive at 8 Street NW ,2024-10-14 22:36:39,NW,-114.07949264999,51.05476543029,Pedestrian incident - EMS dispatched
 130 Avenue and Woodpath Road SW ,2024-10-14 12:38:23,SW,-114.13587663036,50.9358186901,Pedestrian incident - EMS on site
 11 Street at 17 AV SW ,2024-10-13 09:35:50,SW,-114.09004531408,51.03781770437,Pedestrian incident - EMS on site
 Southbound 85 Street and Strathlea Avenue SW ,2024-10-11 15:55:48,NW,-114.21103901188,51.04875628201,Pedestrian incident - EMS on site
 Jubilee Cr and Sait Wy NW ,2024-10-11 06:55:44,NW,-114.09229922351,51.06354004785,Pedestrian incident - EMS dispatched
 17 Avenue and Stoney Trail SE ,2024-10-09 15:04:57,SE,-113.92740432231,51.03776961456,Pedestrian incident - EMS on site
 Centre Avenue and 19 Street E ,2024-10-09 10:21:34,NE,-114.00836553154,51.05244188918,Pedestrian incident - EMS dispatched
 Nose Hill Drive and John Laurie Boulevard NW ,2024-10-08 06:40:33,NW,-114.19446126388,51.12768949801,Pedestrian incident - EMS dispatched
 52 Street and Auburn Bay Gate SE ,2024-10-07 21:15:27,SE,-113.9452875934,50.89949970421,Pedestrian incident - EMS on site
 Centre Street and 4 Street NW ,2024-10-07 17:32:00,NE,-114.07021429269,51.11786627088,Pedestrian incident - EMS dispatched
 Westbound Memorial Drive west of Deerfoot Trail SE ,2024-10-07 09:18:14,NE,-114.02477330884,51.04746752608,Pedestrian incident - EMS on site
 Riverfront Avenue at 4 Street SE ,2024-10-07 06:12:13,NE,-114.05212160613,51.04906319655,Pedestrian incident - EMS on site
 17 Street and 17 Avenue SW ,2024-10-05 21:56:00,SW,-114.10159786907,51.03782971818,Pedestrian incident - EMS dispatched
 Northbound Macleod Trail and Southland Drive SE ,2024-10-05 17:37:33,SW,-114.07173550401,50.96508499353,Pedestrian incident - EMS dispatched
 4 Avenue east of 5 Street SW ,2024-10-05 01:08:10,NW,-114.07320878717,51.04961842358,Pedestrian incident - EMS on site
 50 Avenue and 22 Street SE ,2024-10-04 20:11:52,SE,-114.00658018172,51.00879098988,Pedestrian incident - EMS on site
 Memorial Drive and 44 Street NE ,2024-10-04 10:44:15,NE,-113.9699976333,51.05290634291,Pedestrian incident - EMS on site
 37 Street and Spruce Drive SW ,2024-10-02 08:59:04,NW,-114.14116963753,51.05222398129,Pedestrian incident - EMS dispatched
 16 Avenue and 29 Street NW ,2024-09-30 05:32:27,NW,-114.12913823413,51.0684114668,Pedestrian incident - EMS dispatched
 20 Avenue and 10 Street NW ,2024-09-29 13:43:25,NW,-114.08488121795,51.07053677999,Pedestrian incident - EMS dispatched
 Coventry Ci and Coventry Drive NE ,2024-09-29 02:17:07,NE,-114.05104464757,51.1581950577,Pedestrian incident - EMS on site
 Tararidge Drive and 64 Avenue NE ,2024-09-28 18:51:42,NE,-113.94074775621,51.11069412204,Pedestrian incident - EMS dispatched
 Nose Hill Drive and Hawkstone Drive NW ,2024-09-28 17:40:14,NW,-114.18487560424,51.1374417769,Pedestrian incident - EMS dispatched
 44 Avenue west of 52 Street NE ,2024-09-27 20:33:38,NE,-113.95890087339,51.09145247124,Pedestrian incident - EMS on site
 6 Avenue and Macleod Trail SE ,2024-09-26 19:40:40,NE,-114.05918520921,51.04733785072,Pedestrian incident - EMS on site
 Brentwood Road and Blakiston Drive NW ,2024-09-26 17:23:06,NW,-114.13268996156,51.08897337277,Pedestrian incident - EMS dispatched
 Harvest Hills Drive and Harvest Lake Wy NE ,2024-09-25 23:41:03,NE,-114.04953542308,51.1512152204,Pedestrian incident - EMS on site
 Fish Creek Boulevard and Everstone Drive SW ,2024-09-24 18:50:35,SW,-114.10569007219,50.91758095718,Pedestrian incident - EMS on site
 4 Street north of 12 Avenue SW ,2024-09-24 07:34:26,SW,-114.07149825251,51.0418791426,Pedestrian incident - EMS on site
